DOID:3127: ICD10CM:K62.89
DOID:9483: ICD10CM:H01.01
DOID:0014667: ICD10CM:E88.9
DOID:3627: ICD10CM:I71.1
DOID:3627: ICD10CM:I71.3
DOID:3627: ICD10CM:I71.5
DOID:3627: ICD10CM:I71.8
DOID:3627: ICD10CM:I71.9
DOID:3996: ICD10CM:C68.9
DOID:3620: ICD10CM:C72.9
DOID:1849: ICD10CM:F12.2
DOID:13306: ICD10CM:A36.85
DOID:13300: ICD10CM:M42.0
DOID:13300: ICD10CM:M42.00
DOID:0110800: ICD10CM:G11.4
DOID:0110801: ICD10CM:G11.4
DOID:0110805: ICD10CM:G11.4
DOID:0110806: ICD10CM:G11.4
DOID:0110807: ICD10CM:G11.4
DOID:0110808: ICD10CM:G11.4
DOID:0110809: ICD10CM:G11.4
DOID:12311: ICD10CM:H18.06
DOID:4166: ICD10CM:A51.0
DOID:9669: ICD10CM:H25
DOID:11656: ICD10CM:L12.1
DOID:11653: ICD10CM:H11.11
DOID:3191: ICD10CM:G71.2
DOID:9192: ICD10CM:K22.4
DOID:2571: ICD10CM:C96.0
DOID:2571: ICD10CM:C96.5
DOID:2571: ICD10CM:C96.6
DOID:10652: ICD10CM:G30
DOID:10652: ICD10CM:G30.9
DOID:9074: ICD10CM:M32
DOID:9074: ICD10CM:M32.9
DOID:2712: ICD10CM:N47.1
DOID:2718: ICD10CM:J94.2
DOID:0111078: ICD10CM:G71.0
DOID:0111079: ICD10CM:H30.1
DOID:0111070: ICD10CM:K76.8
DOID:0111071: ICD10CM:K76.8
DOID:0110655: ICD10CM:I45.8
DOID:0110654: ICD10CM:I45.8
DOID:0110656: ICD10CM:I45.8
DOID:0110651: ICD10CM:I45.8
DOID:0110650: ICD10CM:I45.8
DOID:0110653: ICD10CM:I45.8
DOID:0110652: ICD10CM:I45.8
DOID:6364: ICD10CM:G43
DOID:6364: ICD10CM:G43.9
DOID:6364: ICD10CM:G43.909
DOID:10264: ICD10CM:B26
DOID:10264: ICD10CM:B26.9
DOID:10261: ICD10CM:H92.1
DOID:10261: ICD10CM:H92.10
DOID:0110231: ICD10CM:Q12.0
DOID:13689: ICD10CM:N42.0
DOID:13687: ICD10CM:K31.5
DOID:10881: ICD10CM:B08.4
DOID:10880: ICD10CM:I80.21
DOID:10883: ICD10CM:B08.5
DOID:10882: ICD10CM:B33.0
DOID:10887: ICD10CM:A30.5
DOID:4045: ICD10CM:C49
DOID:11133: ICD10CM:N42.83
DOID:11130: ICD10CM:I15
DOID:11130: ICD10CM:I15.9
DOID:11134: ICD10CM:H04.16
DOID:14415: ICD10CM:M91.2
DOID:14415: ICD10CM:M91.3
DOID:14418: ICD10CM:B72
DOID:1436: ICD10CM:H18.71
DOID:1432: ICD10CM:H54
DOID:9877: ICD10CM:N34.0
DOID:9870: ICD10CM:E74.21
DOID:0060215: ICD10CM:G31.81
DOID:0060215: ICD10CM:G37.0
DOID:0060216: ICD10CM:H16.32
DOID:0060218: ICD10CM:M34.1
DOID:9234: ICD10CM:D09.1
DOID:0110239: ICD10CM:Q12.0
DOID:10460: ICD10CM:J00
DOID:10460: ICD10CM:J31.1
DOID:9297: ICD10CM:K13.0
DOID:9296: ICD10CM:Q36
DOID:9296: ICD10CM:Q36.9
DOID:9164: ICD10CM:K22.0
DOID:10794: ICD10CM:J32.3
DOID:9125: ICD10CM:C03.1
DOID:10791: ICD10CM:J32.1
DOID:10790: ICD10CM:J32.1
DOID:10793: ICD10CM:J32.3
DOID:10792: ICD10CM:J32.0
DOID:11231: ICD10CM:H05.03
DOID:9138: ICD10CM:D00.2
DOID:13515: ICD10CM:Q85.1
DOID:950: ICD10CM:H04.0
DOID:950: ICD10CM:H04.00
DOID:2964: ICD10CM:M77.9
DOID:2965: ICD10CM:M71.9
DOID:952: ICD10CM:H04.01
DOID:3388: ICD10CM:K05.6
DOID:13476: ICD10CM:C32.1
DOID:0110000: ICD10CM:E71.1
DOID:0060856: ICD10CM:Q20.6
DOID:0060855: ICD10CM:N25.8
DOID:0110004: ICD10CM:E71.1
DOID:0110005: ICD10CM:H35.5
DOID:0060850: ICD10CM:Q45.1
DOID:2382: ICD10CM:P57
DOID:2382: ICD10CM:P57.9
DOID:2383: ICD10CM:P59.9
DOID:2384: ICD10CM:E51.2
DOID:6201: ICD10CM:C45.2
DOID:2030: ICD10CM:F41.9
DOID:2033: ICD10CM:F80.9
DOID:1607: ICD10CM:E15
DOID:1602: ICD10CM:I88.1
DOID:1602: ICD10CM:I88.9
DOID:1602: ICD10CM:L04
DOID:1602: ICD10CM:L04.9
DOID:0060668: ICD10CM:00.0
DOID:0110001: ICD10CM:E71.1
DOID:8838: ICD10CM:C81.1
DOID:9462: ICD10CM:H60.4
DOID:9462: ICD10CM:H60.40
DOID:9460: ICD10CM:C54
DOID:9460: ICD10CM:C54.9
DOID:9461: ICD10CM:H16.21
DOID:9467: ICD10CM:Q87.2
DOID:0110828: ICD10CM:H35.5
DOID:0110829: ICD10CM:H35.5
DOID:0110826: ICD10CM:H35.5
DOID:0110827: ICD10CM:H35.5
DOID:0110824: ICD10CM:G11.4
DOID:0110825: ICD10CM:G11.4
DOID:0110822: ICD10CM:G11.4
DOID:0110823: ICD10CM:G11.4
DOID:0110820: ICD10CM:G11.4
DOID:9602: ICD10CM:M72.6
DOID:9600: ICD10CM:M72.2
DOID:0080001: ICD10CM:M89.9
DOID:14075: ICD10CM:G51.1
DOID:11550: ICD10CM:H49.0
DOID:2557: ICD10CM:M94.2
DOID:2557: ICD10CM:M94.20
DOID:2556: ICD10CM:M94.1
DOID:0050120: ICD10CM:D76.1
DOID:11552: ICD10CM:H18.31
DOID:2559: ICD10CM:F11.2
DOID:2739: ICD10CM:E80.4
DOID:2733: ICD10CM:L90
DOID:2733: ICD10CM:L90.9
DOID:2732: ICD10CM:Q82.8
DOID:2730: ICD10CM:Q81
DOID:2730: ICD10CM:Q81.9
DOID:2734: ICD10CM:E50.8
DOID:456: ICD10CM:B77
DOID:456: ICD10CM:B77.9
DOID:450: ICD10CM:G71.1
DOID:905: ICD10CM:E71.510
DOID:0110633: ICD10CM:G71.2
DOID:0110633: ICD10CM:G71.8
DOID:0110632: ICD10CM:G71.2
DOID:0110631: ICD10CM:M62.8
DOID:0110847: ICD10CM:Q82.1
DOID:0110637: ICD10CM:G71.2
DOID:0110636: ICD10CM:G71.2
DOID:0110635: ICD10CM:G71.2
DOID:0110634: ICD10CM:G71.2
DOID:0110639: ICD10CM:G71.2
DOID:10242: ICD10CM:A77.4
DOID:10242: ICD10CM:A77.40
DOID:10241: ICD10CM:D56
DOID:10241: ICD10CM:D56.9
DOID:0002116: ICD10CM:H11.0
DOID:0002116: ICD10CM:H11.00
DOID:0002116: ICD10CM:H11.009
DOID:4123: ICD10CM:L60
DOID:4123: ICD10CM:L60.9
DOID:14435: ICD10CM:H66.1
DOID:14435: ICD10CM:H66.10
DOID:11111: ICD10CM:N13.30
DOID:11119: ICD10CM:F95.2
DOID:1725: ICD10CM:C48.1
DOID:0060058: ICD10CM:C85.9
DOID:1726: ICD10CM:H34.82
DOID:9857: ICD10CM:H16.30
DOID:9856: ICD10CM:A50
DOID:9856: ICD10CM:A50.9
DOID:9854: ICD10CM:G24.4
DOID:9858: ICD10CM:H16.3
DOID:0060589: ICD10CM:Q87.8
DOID:0060270: ICD10CM:Q04.3
DOID:0060277: ICD10CM:Q04.3
DOID:0060276: ICD10CM:Q04.3
DOID:0060278: ICD10CM:Q04.3
DOID:9584: ICD10CM:A92.2
DOID:3401: ICD10CM:E22.2
DOID:0050535: ICD10CM:H35.00
DOID:0050534: ICD10CM:H53.63
DOID:1148: ICD10CM:Q69
DOID:1148: ICD10CM:Q69.9
DOID:5119: ICD10CM:N83.2
DOID:332: ICD10CM:G12.21
DOID:1417: ICD10CM:H31.9
DOID:11809: ICD10CM:C67.5
DOID:4645: ICD10CM:C69.2
DOID:4644: ICD10CM:Q81.0
DOID:11801: ICD10CM:E46
DOID:9140: ICD10CM:H01.14
DOID:9149: ICD10CM:C05.0
DOID:4398: ICD10CM:L40.3
DOID:9119: ICD10CM:C92.0
DOID:9119: ICD10CM:C92.00
DOID:12297: ICD10CM:H20.82
DOID:12297: ICD10CM:H30.81
DOID:12294: ICD10CM:F32.8
DOID:9271: ICD10CM:E72.4
DOID:11750: ICD10CM:A37.1
DOID:11754: ICD10CM:H44.32
DOID:9905: ICD10CM:L65.2
DOID:11759: ICD10CM:D50
DOID:13533: ICD10CM:Q78.2
DOID:2945: ICD10CM:J12.81
DOID:12129: ICD10CM:F50.2
DOID:12124: ICD10CM:H15.11
DOID:12120: ICD10CM:J84.01
DOID:11168: ICD10CM:A63.0
DOID:12123: ICD10CM:J84.10
DOID:14184: ICD10CM:G62.0
DOID:14445: ICD10CM:H40.22
DOID:14181: ICD10CM:M75.3
DOID:14444: ICD10CM:H16.33
DOID:13453: ICD10CM:A54.49
DOID:13452: ICD10CM:H15.0
DOID:13452: ICD10CM:H15.00
DOID:13450: ICD10CM:B38
DOID:13450: ICD10CM:B38.9
DOID:14188: ICD10CM:M75.0
DOID:0060875: ICD10CM:E23.0
DOID:0060874: ICD10CM:E23.0
DOID:0060877: ICD10CM:Q80.8
DOID:0060871: ICD10CM:Q80.8
DOID:0060870: ICD10CM:E23.0
DOID:0060873: ICD10CM:E23.0
DOID:0060872: ICD10CM:E23.0
DOID:8437: ICD10CM:K56.60
DOID:8437: ICD10CM:K56.69
DOID:0060879: ICD10CM:E83.4
DOID:0060878: ICD10CM:Q87.8
DOID:0110029: ICD10CM:D56.0
DOID:9113: ICD10CM:A58
DOID:6196: ICD10CM:M02.1
DOID:6196: ICD10CM:M02.10
DOID:6196: ICD10CM:M02.3
DOID:6196: ICD10CM:M02.30
DOID:0110282: ICD10CM:G71.0
DOID:0110283: ICD10CM:G71.0
DOID:0110280: ICD10CM:G71.0
DOID:0110281: ICD10CM:G71.0
DOID:0110286: ICD10CM:G71.0
DOID:0110287: ICD10CM:G71.0
DOID:0110284: ICD10CM:G71.0
DOID:0110285: ICD10CM:G71.0
DOID:0110289: ICD10CM:G71.0
DOID:6199: ICD10CM:C69.1
DOID:2055: ICD10CM:F43.1
DOID:2055: ICD10CM:F43.10
DOID:2050: ICD10CM:J01.0
DOID:2050: ICD10CM:J01.00
DOID:2051: ICD10CM:J32.0
DOID:100: ICD10CM:A00-A09
DOID:106: ICD10CM:A15.6
DOID:10986: ICD10CM:M46.4
DOID:104: ICD10CM:A49
DOID:104: ICD10CM:A49.9
DOID:10989: ICD10CM:H11.41
DOID:0060642: ICD10CM:Q81.2
DOID:0060643: ICD10CM:K83.0
DOID:0060640: ICD10CM:G31.8
DOID:0060641: ICD10CM:Q87.8
DOID:0060644: ICD10CM:Q87.1
DOID:0060645: ICD10CM:M86.3
DOID:12720: ICD10CM:I67.2
DOID:0090014: ICD10CM:D81.2
DOID:0090015: ICD10CM:Q78.4
DOID:0090016: ICD10CM:D46.7
DOID:0090017: ICD10CM:Q81.0
DOID:0090010: ICD10CM:D84.8
DOID:0090011: ICD10CM:D84.8
DOID:0090012: ICD10CM:D81.1
DOID:0090013: ICD10CM:D81.1
DOID:0090018: ICD10CM:E85.0
DOID:0090019: ICD10CM:E78.0
DOID:1080: ICD10CM:B74
DOID:1080: ICD10CM:B74.9
DOID:1081: ICD10CM:B74.4
DOID:1082: ICD10CM:B74.8
DOID:1085: ICD10CM:Q91.3
DOID:1089: ICD10CM:Q05
DOID:1089: ICD10CM:Q05.9
DOID:12465: ICD10CM:N25.81
DOID:9446: ICD10CM:K83.0
DOID:0060868: ICD10CM:E75.2
DOID:1882: ICD10CM:Q21.1
DOID:1883: ICD10CM:B19.2
DOID:1883: ICD10CM:B19.20
DOID:3312: ICD10CM:F31
DOID:3312: ICD10CM:F31.9
DOID:9620: ICD10CM:N13.7
DOID:9620: ICD10CM:N13.70
DOID:9621: ICD10CM:N28.1
DOID:9622: ICD10CM:N28.81
DOID:2538: ICD10CM:G40.8
DOID:2536: ICD10CM:G61.81
DOID:2530: ICD10CM:D73.3
DOID:2533: ICD10CM:D73.5
DOID:10610: ICD10CM:K90.3
DOID:10612: ICD10CM:L50.0
DOID:3488: ICD10CM:L03.90
DOID:3482: ICD10CM:A20
DOID:3482: ICD10CM:A20.9
DOID:3481: ICD10CM:A20.7
DOID:2280: ICD10CM:L73.2
DOID:929: ICD10CM:H05.82
DOID:11476: ICD10CM:M81.0
DOID:0111038: ICD10CM:E72.1
DOID:0111039: ICD10CM:E72.1
DOID:0111036: ICD10CM:F01.1
DOID:0111037: ICD10CM:E72.1
DOID:0111034: ICD10CM:E83.1
DOID:0111035: ICD10CM:F01.1
DOID:0111033: ICD10CM:E83.1
DOID:0111030: ICD10CM:E83.1
DOID:0111031: ICD10CM:E83.1
DOID:0060861: ICD10CM:Q87.2
DOID:14040: ICD10CM:E31.0
DOID:11563: ICD10CM:H35.06
DOID:3225: ICD10CM:S12.8
DOID:203: ICD10CM:M27.8
DOID:12919: ICD10CM:B53.0
DOID:12918: ICD10CM:I73.1
DOID:1943: ICD10CM:L65.0
DOID:0110619: ICD10CM:Q34.8
DOID:0110618: ICD10CM:Q34.8
DOID:0110349: ICD10CM:Q78.0
DOID:0110348: ICD10CM:Q78.0
DOID:0110347: ICD10CM:Q78.0
DOID:0110346: ICD10CM:Q78.0
DOID:0110345: ICD10CM:Q78.0
DOID:0110344: ICD10CM:Q78.0
DOID:0110343: ICD10CM:Q78.0
DOID:0110342: ICD10CM:Q78.0
DOID:0110341: ICD10CM:Q78.0
DOID:0110340: ICD10CM:Q78.0
DOID:14456: ICD10CM:A23.0
DOID:11175: ICD10CM:H05.4
DOID:11175: ICD10CM:H05.40
DOID:14453: ICD10CM:J67.0
DOID:9720: ICD10CM:H43.3
DOID:9720: ICD10CM:H43.39
DOID:0060254: ICD10CM:Q87.1
DOID:1724: ICD10CM:K26
DOID:1166: ICD10CM:M12.3
DOID:1166: ICD10CM:M12.30
DOID:318: ICD10CM:G12.21
DOID:319: ICD10CM:G95.9
DOID:1168: ICD10CM:E78.5
DOID:310: ICD10CM:E88.42
DOID:10426: ICD10CM:Q76.1
DOID:11829: ICD10CM:H44.2
DOID:4660: ICD10CM:D47.0
DOID:11824: ICD10CM:E78.81
DOID:11820: ICD10CM:C67.1
DOID:10428: ICD10CM:H18.61
DOID:13088: ICD10CM:P91.2
DOID:13087: ICD10CM:I45.6
DOID:13080: ICD10CM:M12.0
DOID:13080: ICD10CM:M12.00
DOID:11771: ICD10CM:H55.03
DOID:11772: ICD10CM:H44.53
DOID:4919: ICD10CM:C65
DOID:12148: ICD10CM:B67.6
DOID:12148: ICD10CM:B67.7
DOID:11488: ICD10CM:G90.0
DOID:11488: ICD10CM:G90.09
DOID:11486: ICD10CM:G90.2
DOID:0060813: ICD10CM:Q87.8
DOID:0060812: ICD10CM:Q87.8
DOID:0060811: ICD10CM:Q87.8
DOID:0060810: ICD10CM:G25.5
DOID:0060816: ICD10CM:Q87.8
DOID:0060815: ICD10CM:Q87.8
DOID:0060818: ICD10CM:Q87.8
DOID:9395: ICD10CM:J05.0
DOID:559: ICD10CM:N10
DOID:8200: ICD10CM:A52
DOID:8200: ICD10CM:A52.3
DOID:8200: ICD10CM:A52.9
DOID:557: ICD10CM:N08
DOID:557: ICD10CM:N28.9
DOID:2073: ICD10CM:P78.0
DOID:2962: ICD10CM:Q87.1
DOID:0110408: ICD10CM:H35.5
DOID:0110409: ICD10CM:H35.5
DOID:0110404: ICD10CM:H35.5
DOID:0110405: ICD10CM:H35.5
DOID:0110406: ICD10CM:H35.5
DOID:0110407: ICD10CM:H35.5
DOID:0110400: ICD10CM:H35.5
DOID:0110401: ICD10CM:H35.5
DOID:0110402: ICD10CM:H35.5
DOID:0110403: ICD10CM:H35.5
DOID:120: ICD10CM:C57
DOID:13676: ICD10CM:H15.03
DOID:12996: ICD10CM:H04.32
DOID:12707: ICD10CM:G11.1
DOID:12700: ICD10CM:E22.1
DOID:0090032: ICD10CM:Q77.7
DOID:0090030: ICD10CM:E27.8
DOID:0090031: ICD10CM:E71.3
DOID:0090037: ICD10CM:G24.1
DOID:0090034: ICD10CM:G24.1
DOID:0090038: ICD10CM:G24.1
DOID:0090039: ICD10CM:G24.1
DOID:5093: ICD10CM:C76.1
DOID:12449: ICD10CM:D61.9
DOID:9427: ICD10CM:I67.4
DOID:9423: ICD10CM:H01.0
DOID:9423: ICD10CM:H01.00
DOID:9423: ICD10CM:H01.9
DOID:1209: ICD10CM:H46.2
DOID:1206: ICD10CM:F84.2
DOID:1205: ICD10CM:T78.40
DOID:9396: ICD10CM:J04.0
DOID:9392: ICD10CM:J04.1
DOID:9398: ICD10CM:J05.1
DOID:9398: ICD10CM:J05.10
DOID:0050700: ICD10CM:I42
DOID:0050700: ICD10CM:I42.9
DOID:0050700: ICD10CM:I51.5
DOID:13098: ICD10CM:H34.1
DOID:2517: ICD10CM:D18.02
DOID:2518: ICD10CM:N45.2
DOID:949: ICD10CM:H04.02
DOID:11543: ICD10CM:H16.31
DOID:11541: ICD10CM:H18.83
DOID:11547: ICD10CM:H18.00
DOID:0110189: ICD10CM:H35.5
DOID:0110188: ICD10CM:H35.5
DOID:0110183: ICD10CM:G60.0
DOID:0110182: ICD10CM:G60.0
DOID:0110185: ICD10CM:G60.0
DOID:0110184: ICD10CM:G60.0
DOID:0110187: ICD10CM:G60.0
DOID:0110186: ICD10CM:G60.0
DOID:12930: ICD10CM:I42.0
DOID:12935: ICD10CM:I42.6
DOID:0060847: ICD10CM:Q77.8
DOID:10914: ICD10CM:R41.3
DOID:0110365: ICD10CM:H35.5
DOID:0110364: ICD10CM:H35.5
DOID:0110367: ICD10CM:H35.5
DOID:0110366: ICD10CM:H35.5
DOID:0110361: ICD10CM:H35.5
DOID:0110360: ICD10CM:H35.5
DOID:0110363: ICD10CM:H35.5
DOID:0110362: ICD10CM:H35.5
DOID:0110369: ICD10CM:H35.5
DOID:0110368: ICD10CM:H35.5
DOID:11153: ICD10CM:L74.0
DOID:11153: ICD10CM:L74.2
DOID:11155: ICD10CM:L74.4
DOID:11156: ICD10CM:L74.4
DOID:8757: ICD10CM:K29.6
DOID:0060010: ICD10CM:D81.8
DOID:841: ICD10CM:J67.9
DOID:0060842: ICD10CM:Q11.0
DOID:1470: ICD10CM:F32
DOID:1470: ICD10CM:F32.9
DOID:1470: ICD10CM:F33
DOID:1470: ICD10CM:F33.9
DOID:1475: ICD10CM:D18.1
DOID:1474: ICD10CM:K05.2
DOID:10398: ICD10CM:A20.2
DOID:10393: ICD10CM:M89.4
DOID:6643: ICD10CM:M48.2
DOID:6643: ICD10CM:M48.20
DOID:379: ICD10CM:H60-H62
DOID:379: ICD10CM:H61.9
DOID:11847: ICD10CM:I21
DOID:11847: ICD10CM:I22
DOID:9838: ICD10CM:H50.41
DOID:11239: ICD10CM:C18.1
DOID:9173: ICD10CM:C08.0
DOID:0110968: ICD10CM:Q73.8
DOID:0110967: ICD10CM:Q73.8
DOID:0110965: ICD10CM:Q73.8
DOID:0110963: ICD10CM:Q73.8
DOID:0110962: ICD10CM:Q73.8
DOID:0110961: ICD10CM:E75.2
DOID:0110960: ICD10CM:E75.2
DOID:9988: ICD10CM:A52.3
DOID:4607: ICD10CM:C24.9
DOID:11232: ICD10CM:H05.02
DOID:4603: ICD10CM:Q80.3
DOID:13579: ICD10CM:E40
DOID:5513: ICD10CM:B85.1
DOID:13576: ICD10CM:O43.02
DOID:13576: ICD10CM:O43.029
DOID:12168: ICD10CM:G56.2
DOID:12168: ICD10CM:G56.20
DOID:12169: ICD10CM:G56.0
DOID:12169: ICD10CM:G56.00
DOID:12161: ICD10CM:H35.4
DOID:12161: ICD10CM:H35.40
DOID:12162: ICD10CM:H35.45
DOID:12164: ICD10CM:H35.42
DOID:12165: ICD10CM:H35.41
DOID:12166: ICD10CM:H35.43
DOID:12167: ICD10CM:H35.46
DOID:9181: ICD10CM:A06
DOID:9181: ICD10CM:A06.9
DOID:9182: ICD10CM:L10
DOID:9182: ICD10CM:L10.9
DOID:13406: ICD10CM:D86.0
DOID:0060839: ICD10CM:Q11.0
DOID:0060838: ICD10CM:Q11.0
DOID:13413: ICD10CM:K72
DOID:13409: ICD10CM:K83.2
DOID:0060831: ICD10CM:E70.3
DOID:0060830: ICD10CM:Q87.8
DOID:0060833: ICD10CM:E70.3
DOID:0060832: ICD10CM:E70.3
DOID:0060835: ICD10CM:Q11.0
DOID:0060834: ICD10CM:E70.3
DOID:0060837: ICD10CM:Q15.8
DOID:0060836: ICD10CM:Q11.0
DOID:8659: ICD10CM:B01
DOID:8659: ICD10CM:B01.9
DOID:576: ICD10CM:R80
DOID:576: ICD10CM:R80.9
DOID:10003: ICD10CM:H90.5
DOID:10003: ICD10CM:H91.9
DOID:571: ICD10CM:G56.1
DOID:571: ICD10CM:G56.10
DOID:0110798: ICD10CM:G11.4
DOID:0110794: ICD10CM:G11.4
DOID:0110795: ICD10CM:G11.4
DOID:0110796: ICD10CM:G11.4
DOID:0110797: ICD10CM:G11.4
DOID:0110790: ICD10CM:G11.4
DOID:0110791: ICD10CM:G11.4
DOID:0110792: ICD10CM:G11.4
DOID:0110793: ICD10CM:G11.4
DOID:2092: ICD10CM:M12.8
DOID:2095: ICD10CM:C44
DOID:10140: ICD10CM:H04.12
DOID:10141: ICD10CM:H53.14
DOID:10149: ICD10CM:C40.2
DOID:0110428: ICD10CM:I42.0
DOID:0110429: ICD10CM:I42.0
DOID:0110422: ICD10CM:H35.5
DOID:0110423: ICD10CM:I42.0
DOID:0110420: ICD10CM:H35.5
DOID:0110421: ICD10CM:H35.5
DOID:0110426: ICD10CM:I42.0
DOID:0110427: ICD10CM:I42.0
DOID:0110424: ICD10CM:I42.0
DOID:146: ICD10CM:H46.0
DOID:146: ICD10CM:H47.1
DOID:146: ICD10CM:H47.10
DOID:12899: ICD10CM:K11.8
DOID:12894: ICD10CM:M35.0
DOID:12894: ICD10CM:M35.00
DOID:9788: ICD10CM:M60.1
DOID:0090058: ICD10CM:G24.1
DOID:0090050: ICD10CM:G24.1
DOID:0090051: ICD10CM:G24.8
DOID:0090052: ICD10CM:G24.8
DOID:0090053: ICD10CM:G24.8
DOID:0090054: ICD10CM:G24.8
DOID:0090055: ICD10CM:G24.1
DOID:0090056: ICD10CM:G24.1
DOID:0090057: ICD10CM:G24.1
DOID:14397: ICD10CM:A07.8
DOID:14392: ICD10CM:I82.1
DOID:9406: ICD10CM:E23.0
DOID:9401: ICD10CM:N45
DOID:9401: ICD10CM:N45.3
DOID:9402: ICD10CM:N45.1
DOID:9408: ICD10CM:I21.3
DOID:9409: ICD10CM:E23.2
DOID:0060358: ICD10CM:E71.313
DOID:0060359: ICD10CM:Q87.0
DOID:0060608: ICD10CM:Q87.1
DOID:0060609: ICD10CM:Q87.1
DOID:0060357: ICD10CM:E78.3
DOID:1222: ICD10CM:M91-M94
DOID:1222: ICD10CM:M94.9
DOID:13382: ICD10CM:D53.1
DOID:13381: ICD10CM:D51.0
DOID:12399: ICD10CM:F63.0
DOID:8508: ICD10CM:L13.1
DOID:8997: ICD10CM:D45
DOID:14067: ICD10CM:B50
DOID:14067: ICD10CM:B50.9
DOID:8924: ICD10CM:D69.3
DOID:14069: ICD10CM:B50.0
DOID:540: ICD10CM:H50.8
DOID:540: ICD10CM:H50.89
DOID:4038: ICD10CM:K29.6
DOID:8630: ICD10CM:C00.0
DOID:8630: ICD10CM:C00.3
DOID:1876: ICD10CM:F52.9
DOID:1876: ICD10CM:R37
DOID:0110851: ICD10CM:Q77.3
DOID:8439: ICD10CM:K91.1
DOID:11527: ICD10CM:J38.6
DOID:14000: ICD10CM:H21.1
DOID:0110167: ICD10CM:G60.0
DOID:0110166: ICD10CM:G60.0
DOID:0110165: ICD10CM:G60.0
DOID:0110164: ICD10CM:G60.0
DOID:0110163: ICD10CM:G60.0
DOID:0110161: ICD10CM:G60.0
DOID:0110160: ICD10CM:G60.0
DOID:2797: ICD10CM:J84.11
DOID:2797: ICD10CM:J84.112
DOID:2797: ICD10CM:J84.114
DOID:2790: ICD10CM:B76.1
DOID:0110169: ICD10CM:G60.0
DOID:0110168: ICD10CM:G60.0
DOID:12959: ICD10CM:H02.2
DOID:12959: ICD10CM:H02.20
DOID:12958: ICD10CM:H02.23
DOID:13919: ICD10CM:H52.21
DOID:8506: ICD10CM:L12
DOID:8506: ICD10CM:L12.0
DOID:8506: ICD10CM:L12.9
DOID:526: ICD10CM:B20
DOID:526: ICD10CM:B20-B20
DOID:9650: ICD10CM:H55.0
DOID:9650: ICD10CM:H55.00
DOID:12934: ICD10CM:H49.81
DOID:8507: ICD10CM:L12.2
DOID:13608: ICD10CM:Q44.2
DOID:0110303: ICD10CM:G71.0
DOID:0110302: ICD10CM:G71.0
DOID:0110301: ICD10CM:G71.0
DOID:0110300: ICD10CM:G71.0
DOID:0110306: ICD10CM:G71.0
DOID:0110305: ICD10CM:G71.0
DOID:0110304: ICD10CM:G71.0
DOID:8628: ICD10CM:C81.3
DOID:2921: ICD10CM:N05
DOID:2921: ICD10CM:N08
DOID:2926: ICD10CM:Q87.2
DOID:2135: ICD10CM:C71.2
DOID:8432: ICD10CM:D75.1
DOID:1731: ICD10CM:B39
DOID:1731: ICD10CM:B39.9
DOID:0060299: ICD10CM:D84.1
DOID:0060298: ICD10CM:D84.1
DOID:0060295: ICD10CM:D84.1
DOID:0060297: ICD10CM:D84.1
DOID:0060293: ICD10CM:Q77.3
DOID:0060292: ICD10CM:Q77.3
DOID:681: ICD10CM:G12.22
DOID:682: ICD10CM:T79.A0
DOID:10808: ICD10CM:K25
DOID:1558: ICD10CM:T78.3
DOID:8778: ICD10CM:K50.1
DOID:8601: ICD10CM:C03.0
DOID:9590: ICD10CM:N21
DOID:9590: ICD10CM:N21.9
DOID:350: ICD10CM:Q82.2
DOID:355: ICD10CM:C96.2
DOID:8602: ICD10CM:C03
DOID:8602: ICD10CM:C03.9
DOID:0110946: ICD10CM:Q78.2
DOID:0110949: ICD10CM:E70.3
DOID:0110948: ICD10CM:E70.3
DOID:9210: ICD10CM:B02.21
DOID:4621: ICD10CM:Q04.2
DOID:4626: ICD10CM:Q04.3
DOID:4624: ICD10CM:Q78.4
DOID:13593: ICD10CM:O15
DOID:13593: ICD10CM:O15.9
DOID:8826: ICD10CM:D01.0
DOID:12185: ICD10CM:H80.8
DOID:12185: ICD10CM:H80.80
DOID:4480: ICD10CM:Q77.4
DOID:4959: ICD10CM:Q81.2
DOID:8858: ICD10CM:C09
DOID:8858: ICD10CM:C09.9
DOID:2303: ICD10CM:F98.4
DOID:2300: ICD10CM:M43.0
DOID:2300: ICD10CM:M43.00
DOID:10021: ICD10CM:C17.0
DOID:10020: ICD10CM:C24.1
DOID:10027: ICD10CM:A52.11
DOID:10024: ICD10CM:G43.1
DOID:10024: ICD10CM:G43.109
DOID:518: ICD10CM:C63.2
DOID:519: ICD10CM:I77.6
DOID:10126: ICD10CM:H18.6
DOID:10126: ICD10CM:H18.60
DOID:10124: ICD10CM:H18.9
DOID:10122: ICD10CM:H02.71
DOID:0110441: ICD10CM:I42.0
DOID:0110442: ICD10CM:I42.0
DOID:0110443: ICD10CM:I42.0
DOID:0110444: ICD10CM:I42.0
DOID:0110445: ICD10CM:I42.0
DOID:0110446: ICD10CM:I42.0
DOID:0110447: ICD10CM:I42.0
DOID:0110448: ICD10CM:I42.0
DOID:0110449: ICD10CM:I42.0
DOID:162: ICD10CM:C80
DOID:162: ICD10CM:C80.1
DOID:169: ICD10CM:D3A.8
DOID:8634: ICD10CM:D07.5
DOID:0090076: ICD10CM:E23.0
DOID:0090077: ICD10CM:E23.0
DOID:0090074: ICD10CM:E23.0
